6.207339	2.119496	15.930455	9.734653	23.295614	15.930455	1
12.697465	1.225485	15.812212	4.970921	17.978101	14.727111	1
1.658094	0.795886	12.544362	4.051521	19.162371	12.548657	1
2.708811	0.494510	9.570296	2.939284	15.214516	9.349658	1
3.128154	0.854643	4.538455	0.634499	11.562576	4.131156	1
5.730039	2.045236	29.495673	5.287178	25.623771	27.425950	1
9.736864	1.022050	2.022886	2.244462	12.494348	1.664572	1
3.175194	0.570723	1.931229	1.192777	13.342012	1.911206	1
8.005655	0.839259	2.375340	1.621003	11.921558	1.665968	1
7.921354	0.877001	1.421425	1.371724	11.742190	1.278916	1
5.013957	1.356338	3.875482	1.653536	12.146465	2.899215	1
5.067776	0.298863	1.056530	1.771032	11.797149	0.906110	1
20.764421	1.177473	1.866981	1.938916	12.516965	2.318144	1
2.436916	0.306628	1.873090	1.239288	10.759721	1.019365	1
10.956342	1.827961	14.482589	3.294610	18.995545	13.214306	1
36.919212	4.426780	41.002083	12.189159	30.925389	32.162388	1
34.289169	2.088883	6.277900	6.016843	17.344381	6.155355	1
31.800189	0.867429	3.207659	6.037027	25.431916	3.207659	1
3.261332	0.297056	1.320095	1.028229	4.459485	1.203401	1
3.782573	0.704458	4.090497	1.343983	18.305371	1.959565	1
36.460299	1.255908	8.961614	7.430087	25.121860	8.961614	1
51.017339	1.389505	10.867210	7.612237	24.359437	10.867210	1
47.220748	0.897861	9.126067	9.819032	26.963598	9.126067	1
0.621138	0.186985	0.530982	0.324458	6.145135	0.423770	1
28.313478	0.913138	9.636744	6.535901	25.715535	9.346270	1
18.464730	1.234498	7.899641	7.197952	11.241119	9.018527	1
31.581259	0.459538	22.300341	6.548146	24.470734	20.743893	1
31.047178	1.629968	8.122809	8.090183	23.534014	7.711853	1
4.290142	0.407057	5.563297	3.425472	6.648307	4.652671	1
2.633149	3.459951	0.935751	0.229931	17.601236	0.935751	1
22.187635	2.700333	11.489865	3.501955	28.242877	13.227581	1
1.373733	1.013238	3.341794	1.636142	16.694469	2.697129	1
33.959859	1.500713	6.700718	4.089441	26.639235	5.336514	1
14.641549	0.303563	1.635736	2.414741	22.036982	1.635736	1
5.176013	0.177680	5.087788	1.139325	9.819368	5.015032	1
9.440797	0.430791	2.121787	2.370786	16.355624	1.827262	1
7.802553	0.192812	1.776399	1.200252	20.156263	1.651349	1
10.443355	0.372064	2.549026	2.460741	16.602454	2.261601	1
1.009399	0.346400	2.331672	1.196669	11.185685	2.443644	1
6.993052	0.729321	5.459243	2.060109	12.225528	5.492321	1
7.630464	2.100079	8.728726	2.427610	13.347634	7.622054	1
6.900927	0.524365	2.832048	2.687479	12.389437	2.408983	1
10.183352	0.592372	2.590227	2.395869	14.558833	1.833664	1
2.306064	0.501651	3.523155	1.612691	10.764047	2.987333	1
6.978718	2.123370	9.018909	2.950882	13.619495	7.867512	1
6.512143	0.639585	5.367031	1.899803	19.065463	4.415579	1
5.759304	0.504996	4.961435	1.338745	17.707604	4.861529	1
15.663939	1.727899	8.206244	6.604370	29.263297	7.013297	1
16.222670	1.439474	16.419190	4.862439	28.343087	15.883599	1
16.640558	1.005056	18.723936	4.034607	23.977238	19.699838	1
8.351706	0.874197	7.780114	3.234329	16.842400	4.792614	1
3.342115	1.820767	1.439071	0.643425	19.817784	1.374732	1
6.481597	0.798869	3.107803	2.380040	18.932153	3.107803	1
12.450959	0.792073	13.042488	6.976524	20.257618	15.050216	1
10.922924	0.323688	4.919090	3.272798	8.458954	5.067662	1
12.172754	0.291704	3.934982	1.431763	6.366342	4.452729	1
6.928391	0.305919	2.046694	1.191849	16.605126	1.993502	1
3.653054	0.300348	4.857667	3.219111	12.777767	4.016612	1
7.495970	1.187357	6.294222	4.969662	20.584473	3.512072	1
28.516419	1.882532	5.335331	5.908581	11.657718	4.562280	1
3.814429	1.001217	4.574556	4.768548	20.608872	4.085523	1
28.181175	1.816660	6.076047	6.680415	11.080434	6.300352	1
19.361767	0.165866	3.214994	2.775294	9.588519	2.471591	1
9.480561	2.506963	25.464259	6.223898	23.354569	23.136641	1
42.936663	1.706213	2.986762	5.651065	20.007283	4.573096	1
26.288455	3.988527	11.886004	6.728086	26.438019	11.505692	1
18.806242	1.570081	4.499013	3.480578	18.421803	4.337540	1
19.516355	2.924851	4.124266	4.319574	21.537960	3.743414	1
7.330247	0.516144	6.215060	2.346360	5.691587	4.835560	1
24.782629	2.658364	7.295618	4.844891	23.900470	5.906897	1
7.629942	0.486600	6.804751	2.233509	5.842083	4.335079	1
18.305164	0.269613	3.777120	4.621263	10.771388	3.777120	1
15.272739	0.885310	8.171539	9.245010	21.688603	6.971135	1
24.973614	1.283504	7.837894	5.782667	19.280867	7.421294	1
34.831035	6.610059	15.007211	6.388488	24.482074	13.166641	1
71.682695	4.962493	11.464764	9.550806	28.790581	10.942190	1
0.497993	1.437290	19.758221	4.563990	30.830046	22.851665	1
0.778361	0.248247	2.788981	0.929580	5.220400	2.922546	1
5.184572	1.813889	12.555824	5.965729	20.032899	12.555824	1
5.448497	1.370181	5.484816	2.957852	18.426645	5.064811	1
4.747925	1.573263	4.149592	4.472772	18.253331	3.464440	1
10.664807	0.757206	2.042473	2.385953	12.824636	1.930037	1
6.638342	1.278368	7.379968	5.330294	18.754350	7.617530	1
22.795902	1.988891	21.680080	6.819609	26.953860	20.726667	1
7.263432	3.470692	5.663924	1.842314	25.210507	4.888164	1
17.991409	1.859287	3.171360	2.753841	13.675220	2.246354	1
7.705545	1.853813	9.503808	3.754156	16.426352	9.666897	1
0.162984	0.339043	0.415542	0.088864	8.265768	0.312764	1
0.841670	0.378367	1.918134	0.846991	3.324465	1.265613	1
11.293490	1.954918	6.438218	2.853626	13.485669	7.249138	1
12.022816	1.193590	6.786117	5.304026	13.195280	7.718810	1
10.591265	2.986124	7.087756	4.770751	28.360579	7.012183	1
10.842031	3.145624	5.875734	5.111461	28.250589	5.167499	1
17.267857	1.883476	2.794096	3.191851	25.744517	2.794096	1
0.293726	0.187613	1.536263	0.162542	3.050021	1.583042	1
0.186826	0.243054	0.765422	0.089535	19.635417	0.791787	1
6.132082	0.382462	2.503166	1.517630	6.362724	2.032682	1
20.062922	1.040558	13.500519	4.456659	19.210004	12.451343	1
12.193064	1.000918	14.665771	5.034476	17.480356	13.945145	1
0.561290	0.366807	5.483370	2.260090	16.406784	6.869615	1
0.824676	0.619934	12.829097	1.031954	17.834480	11.975194	1
0.972632	0.750880	7.876376	1.001000	15.367213	6.774323	1
4.632277	1.079591	3.256682	1.741430	11.777548	2.716250	1
4.181777	0.352196	6.556389	3.027614	12.092903	5.798124	1
0.911880	0.435790	3.727550	0.917691	8.993039	2.902666	1
14.596572	1.329243	6.031573	3.396141	11.338133	6.727467	1
4.259628	1.070956	5.219868	2.002027	9.794389	5.008280	1
70.431129	3.663583	7.973886	10.498284	17.435752	7.781609	1
2.138350	1.104767	20.525970	5.465365	34.374571	20.909507	1
2.617630	0.638935	3.939451	2.614330	11.749094	3.939451	1
1.345031	0.552636	6.961040	2.328982	11.314742	6.080260	1
46.914560	1.505270	17.645782	6.464644	20.011626	15.817074	1
10.872978	0.758397	2.798579	2.443288	18.064888	2.063856	1
11.635206	0.562161	7.210314	4.091471	23.871973	7.128816	1
2.997970	0.747626	7.557006	3.832765	19.836240	7.557006	1
6.255855	1.472833	13.723713	4.654447	19.715393	13.823418	1
8.875869	0.684981	6.733651	3.125450	11.381030	6.610917	1
5.298356	0.940199	2.314883	2.517227	13.529363	2.406688	1
12.594297	2.585464	3.575048	2.241441	21.010259	2.944311	1
2.608775	0.582639	7.771910	4.495047	11.453246	7.476176	1
13.560761	3.324116	17.448472	6.496391	16.140778	15.010476	1
6.601077	1.313709	22.664691	11.800665	26.715843	22.664691	1
3.449067	1.342034	8.397907	4.054164	14.671430	9.459398	1
20.764519	1.070227	33.757308	8.264645	24.774604	35.509780	1
12.782680	1.189817	17.338534	6.536994	23.652611	12.983000	1
6.111660	1.308082	11.036799	7.189191	22.422989	11.036799	1
2.263165	0.506041	7.313929	5.833919	18.778830	7.313929	1
2.641336	0.590949	9.364275	5.315744	12.960952	9.636363	1
7.109448	1.191692	4.271502	4.245502	15.330284	4.633729	1
16.422676	1.538469	9.954898	6.949650	16.445031	8.836930	1
8.543674	1.014628	11.052178	3.683007	8.916017	11.002117	1
2.206942	0.354587	1.280765	0.149320	7.669419	1.143689	1
17.975678	1.294294	8.972244	6.304959	23.185849	8.972244	1
4.220022	0.722500	4.903966	2.457501	18.896806	4.383085	1
10.121922	1.840326	11.245048	3.882036	16.571952	7.905578	1
12.462667	1.593457	11.834002	4.670007	15.592958	10.681020	1
34.754012	0.597692	11.036224	7.693327	25.254251	11.036224	1
37.881170	0.705172	12.892352	7.617818	26.430250	10.952716	1
11.541147	0.836442	0.789712	2.492119	28.016740	0.789712	1
21.146180	1.092800	12.316660	8.479280	22.348174	13.352959	1
6.231114	0.536959	8.664039	3.582852	16.030197	8.702502	1
17.723205	0.899139	3.844188	5.302421	25.671581	3.844188	1
37.482570	0.459603	11.646235	7.251420	27.225134	10.991238	1
15.957105	0.297493	5.328349	2.835591	29.280801	4.839952	1
13.714446	3.555945	8.205268	2.143500	20.571527	8.981431	1
2.382514	0.607095	3.268547	1.298073	11.086560	3.224239	1
6.438949	1.081525	6.445900	3.827807	17.467982	5.455153	1
17.786040	3.323270	8.038055	6.554926	23.753666	7.232702	1
12.205115	4.121971	7.541537	5.486478	13.409723	7.541537	1
16.789627	1.906113	8.678776	7.286947	17.244270	5.977750	1
15.827233	4.011284	14.176523	4.516647	16.038252	13.204942	1
15.103545	3.280522	9.509145	6.719678	19.018402	10.429866	1
7.530305	2.019365	8.844322	3.553954	12.255105	7.808034	1
20.235281	1.771250	9.511239	7.573840	18.945494	7.765771	1
20.706000	1.699576	6.967855	8.214223	18.738954	6.452282	1
