575.584698	118.890758	25.858522	33.270573	156.778894	229.274962	127.010221	141.143333	1
556.405015	90.214957	29.308218	31.022353	202.461298	112.907131	109.912091	95.203109	1
518.341495	53.547172	23.269777	32.839538	166.267220	135.275011	126.082015	157.995687	1
577.036304	113.766248	26.669863	31.520550	48.743683	135.086160	115.103712	46.203957	1
590.939389	125.666189	34.950355	32.426973	129.110482	113.959368	126.270972	84.106270	1
558.429345	104.961242	26.118951	32.304006	77.780295	201.644280	118.767021	47.713871	1
578.106417	147.629890	22.716904	33.117516	186.751788	317.440856	114.505320	86.970614	1
588.385889	150.863397	28.381243	32.586235	169.467435	191.433076	133.986569	159.916812	1
594.298610	138.310625	27.022532	32.731737	163.006909	202.456311	130.861017	97.331121	1
570.409112	56.293300	30.039440	33.130447	191.062875	123.328188	129.420545	112.872755	1
497.518024	34.894202	34.381008	29.774972	134.849510	207.654981	105.150751	87.440290	1
516.988078	63.890135	25.040010	29.478238	192.248266	231.920360	106.662610	116.918816	1
505.986824	49.579395	23.996780	29.495557	158.490137	207.421976	108.649407	101.780306	1
519.922792	44.612935	34.011968	29.677050	186.577646	222.080160	106.019102	111.484220	1
500.458312	42.193502	42.989400	29.676691	167.743283	214.846969	110.595758	97.067162	1
537.963283	100.822549	31.979534	29.605326	181.459789	231.253075	108.107194	115.965245	1
556.105951	42.073035	39.516073	30.732899	144.085623	173.200758	112.893998	94.034987	1
517.938067	57.553219	32.761107	30.418233	170.927790	206.015079	108.289821	97.601764	1
534.133328	49.077107	38.787015	29.562046	173.945779	209.648156	110.205307	108.701340	1
544.668673	46.923431	33.196947	30.688593	151.390846	185.434095	111.311822	100.106515	1
575.612241	167.486555	40.768803	33.028334	171.938547	108.384903	115.287369	84.982375	1
575.678688	166.280771	35.350430	32.705979	139.539310	107.656876	115.730861	110.769384	1
562.343990	181.634593	34.694196	32.396290	148.649243	99.351215	115.279469	92.173101	1
594.556205	125.109018	29.462998	32.000179	170.720375	88.803428	118.421859	90.046784	1
583.929864	164.373758	34.842018	31.737337	137.382228	82.607127	119.022478	94.747434	1
581.794991	145.512914	31.737801	33.535416	163.762677	112.657461	119.324328	88.561122	1
589.882583	160.569973	42.615411	33.280801	173.741206	99.421539	120.165157	122.587758	1
592.924098	159.202464	41.574212	33.247604	169.621948	100.538988	118.745250	100.283581	1
587.961506	176.341599	24.987816	33.218990	147.707927	125.941185	118.924694	93.160967	1
589.708111	171.932360	29.288878	33.131329	141.426237	116.104040	117.785528	93.240920	1
539.689747	96.617446	57.234117	34.255106	209.431481	200.169082	127.525433	119.713765	1
519.151345	97.970527	54.782898	33.603326	251.260825	163.179856	124.952351	116.095859	1
539.610009	99.103728	57.673274	34.007733	185.532236	168.541780	127.607151	122.418972	1
572.230347	114.570409	47.462579	32.709973	203.632868	213.731740	124.139104	114.594418	1
586.921721	115.012414	49.618414	32.336409	232.598260	190.473351	118.757188	106.494059	1
576.323690	118.906488	49.630954	33.276144	132.872607	159.579926	119.877252	120.981790	1
551.711112	97.058970	44.654247	32.819822	193.758316	218.631713	124.725986	124.003550	1
556.790090	108.205683	58.384870	34.141996	206.610632	188.202782	127.277511	126.020400	1
518.270151	82.569890	55.202659	33.418272	238.764284	194.123280	125.864258	122.108921	1
588.648268	107.119872	46.707142	33.050092	233.202910	208.738044	117.322318	95.881078	1
617.855470	113.585480	24.871291	32.308301	181.514227	53.373164	121.273514	54.474005	1
616.041842	110.702838	30.325236	32.747014	142.372156	67.974916	119.789552	86.550832	1
613.769307	111.163630	25.689539	32.626945	134.037788	70.121537	119.610801	70.877950	1
605.256193	107.281934	28.621005	32.280184	183.516143	47.372899	121.877493	44.442743	1
621.256631	109.374188	28.578034	33.550195	152.630165	72.196301	121.318319	45.139703	1
625.071870	114.709118	32.162896	33.902973	152.359065	62.743693	122.071615	50.194071	1
601.552467	111.030907	26.120379	32.715473	175.676378	45.096884	122.319306	48.836128	1
618.158925	97.778370	39.718717	34.343732	131.477549	84.435367	123.928327	72.018768	1
611.161191	110.172546	34.977015	33.909063	133.695129	66.420667	121.873407	61.208731	1
586.945335	115.914463	28.691293	32.826165	127.856163	112.615115	120.801795	61.808811	1
549.527923	234.490068	30.730341	34.771452	172.537984	143.918768	110.369860	124.817162	1
524.350402	260.643246	26.713508	34.803295	202.956450	132.833837	108.494589	129.526863	1
553.033051	204.834186	32.398181	34.909425	174.417551	162.886376	111.970986	134.278499	1
588.670066	337.598263	21.279545	36.194315	204.785260	135.409352	121.789019	137.425210	1
592.155681	240.318486	20.484546	36.908894	181.525720	143.992266	123.464957	162.915984	1
586.938611	267.193693	21.357351	36.111013	168.986840	153.447402	121.775861	148.381876	1
585.736251	276.787308	19.211255	36.270212	206.015018	134.863432	119.726121	169.558247	1
584.596099	301.421492	20.859656	36.802237	158.201662	121.086091	120.396441	133.835263	1
601.342603	331.139510	19.005207	36.794766	271.025024	148.027996	115.063142	171.236750	1
593.437682	327.851231	20.355187	36.335691	203.623514	131.918715	121.792136	148.565937	1
571.261667	142.947453	21.731981	34.572093	125.127177	231.206525	135.034079	91.827847	1
583.574441	110.613638	40.342021	33.429419	121.742005	179.672669	129.401973	89.626859	1
576.155036	139.752076	20.709784	34.337253	131.629874	288.277449	137.312774	94.485919	1
567.145728	157.212499	21.046272	35.705985	115.823802	158.049091	137.431451	90.097694	1
