81.872403	155.190570	36.815365	31.643351	22.760471	107.289016	26.099586	-1
67.677749	168.424579	35.980847	27.164130	18.575531	109.429190	23.690666	-1
45.151652	192.126850	18.225428	73.984839	96.688469	156.924817	69.860835	-1
502.066162	259.125031	24.430736	272.142958	164.384678	356.898131	276.441932	-1
323.298909	827.826900	141.233145	167.706329	120.752308	528.194948	140.793039	-1
342.974708	623.165883	75.530606	262.737104	166.347241	431.966809	262.737104	-1
301.900782	434.506056	44.653294	166.825231	122.802344	357.272263	166.825231	-1
124.204615	378.577421	15.922088	19.180530	28.936823	237.832322	15.324980	-1
146.343887	686.988580	56.986356	121.969469	110.374309	493.471980	121.969469	-1
350.954606	399.198386	33.254175	53.295891	91.828120	240.569506	53.295891	-1
960.668339	789.720429	33.690403	237.687020	277.173757	518.251964	237.687020	-1
757.302216	386.853134	63.576340	106.108397	136.782686	276.571343	106.108397	-1
148.160905	409.156195	32.283843	196.417308	96.788684	330.238627	196.417308	-1
56.356251	120.303891	17.938262	27.859317	20.788232	88.633641	25.391522	-1
682.974179	303.255712	56.068451	74.047586	137.841018	186.135478	54.184827	-1
25.318892	670.364064	43.234539	36.278191	23.611569	408.918882	25.248091	-1
100.818525	286.661867	20.238029	87.801294	129.415913	215.733646	65.764535	-1
383.679271	557.994875	16.303526	58.071464	81.445477	322.973739	47.883201	-1
286.521150	264.105822	21.062805	101.959793	115.434621	258.279417	67.639958	-1
133.461473	324.342768	31.161947	39.646319	34.566388	214.640285	29.022429	-1
308.223324	418.579546	40.924345	93.905021	109.231325	293.172704	93.905021	-1
98.222431	180.210077	37.954280	69.979563	55.868163	109.940226	69.979563	-1
54.257852	380.756488	20.130252	143.069106	71.528155	361.671635	136.969560	-1
90.822860	52.417247	5.340071	45.240339	36.961646	48.400315	45.240339	-1
192.308547	238.458062	20.617553	42.270633	36.840085	165.885574	17.939969	-1
79.144340	91.104886	3.540609	44.257311	16.913576	52.937961	38.735512	-1
112.937198	538.038246	27.498772	119.745540	110.788574	365.857688	92.997968	-1
50.057341	172.135496	28.425828	20.124308	19.335073	113.557818	19.139702	-1
243.893016	321.594602	35.337634	43.961434	87.267194	210.327542	43.961434	-1
196.268832	556.551466	84.619958	118.881580	38.337539	315.159703	68.416950	-1
269.716283	1025.278503	87.178876	277.881522	118.787946	612.141435	193.871156	-1
130.323394	181.158114	23.440050	147.295745	31.757746	139.817835	101.215325	-1
26.336906	260.220763	19.436759	78.281267	48.930250	213.653990	78.281267	-1
70.775888	659.304983	57.047434	153.625254	117.012561	434.417389	153.625254	-1
303.454779	473.128912	63.079039	157.702116	102.061110	294.842312	157.702116	-1
25.844872	161.121179	38.407237	26.488813	10.894233	108.571469	25.714554	-1
190.821513	154.784900	9.642441	35.389133	61.695646	102.408707	35.389133	-1
4.178945	197.447930	3.748723	8.750856	4.185304	131.689908	8.750856	-1
203.083540	464.370423	38.119270	45.361591	67.278598	325.438333	45.361591	-1
98.637283	144.294959	8.344222	49.662744	55.556266	100.669790	48.833628	-1
300.382485	335.456026	16.448712	61.895917	96.030579	290.940187	61.895917	-1
110.500608	144.376806	12.766914	65.002146	47.312872	131.223470	60.454082	-1
76.308228	278.485186	11.889917	75.309708	63.694883	219.597851	72.863109	-1
198.452659	741.316552	222.905370	115.156015	83.426216	505.897060	115.156015	-1
476.772060	742.870586	28.501301	237.208061	206.978182	502.787577	237.208061	-1
221.902215	514.329039	24.282208	93.397378	121.111856	387.964695	78.880196	-1
56.546226	121.969843	17.916829	130.706904	25.113540	100.952592	122.680028	-1
126.070424	493.478011	95.641612	34.140733	51.434041	299.788222	34.140733	-1
345.518369	814.839812	98.120759	207.923126	226.278560	559.508815	207.923126	-1
216.903147	496.960535	61.695503	101.352589	116.582839	367.589679	101.352589	-1
222.635489	398.221091	19.219255	106.356261	145.942248	311.682483	106.356261	-1
121.745729	590.413413	58.472182	85.831695	63.531024	378.419416	69.961167	-1
295.664472	230.980819	21.605031	117.205751	59.692435	263.534934	84.692060	-1
165.003189	298.077122	22.831547	135.591125	150.343947	250.379898	105.633727	-1
364.465800	670.301883	138.552561	319.031686	167.581551	465.293269	262.415205	-1
574.987878	564.989475	68.491071	235.711806	185.935050	435.527374	235.711806	-1
208.513815	458.533122	31.783293	109.372927	112.919088	375.735494	109.372927	-1
98.256101	171.741395	11.745230	88.326638	58.054032	228.814244	63.465353	-1
48.474269	364.625772	32.790343	17.406513	18.807742	249.170331	19.071610	-1
72.256092	189.561814	6.980156	60.623986	71.656512	138.984656	58.679569	-1
315.024919	217.737614	20.133330	73.934106	118.808948	151.887652	73.934106	-1
