14.075253	2.397745	7.094133	3.449354	18.744632	7.445127	1
14.180918	1.526549	8.708539	3.362084	18.699957	9.372569	1
14.185224	1.542872	9.402256	3.176926	18.193761	9.707783	1
15.128262	2.438879	7.757471	2.964517	18.036781	7.614533	1
12.780133	1.443031	7.373954	3.884337	17.455199	8.241051	1
13.133947	1.678804	9.447767	3.882239	18.556445	10.276155	1
13.560283	2.074590	7.140473	3.858088	17.100277	6.986040	1
12.377118	2.848443	8.495402	3.776738	13.875620	8.876666	1
11.853847	2.231609	10.466330	4.658533	13.971272	10.695732	1
11.977497	1.767248	8.753020	3.948356	13.499672	9.064805	1
12.825187	2.751186	5.561778	3.642613	14.207092	4.155326	1
13.627688	2.418078	9.682848	2.586579	18.929438	9.815705	1
12.683114	2.103595	9.885387	2.648494	19.432040	9.964431	1
12.895746	2.031574	6.197651	3.672701	14.411898	5.564682	1
12.777779	1.729693	10.923545	5.099655	14.083217	10.784610	1
12.383554	3.174274	9.104738	2.735420	18.365978	9.090131	1
11.313896	2.650400	9.138766	2.731144	20.198952	9.476592	1
9.243104	1.054802	7.704347	2.924829	10.716966	10.110434	1
9.118075	1.007315	10.004104	4.865098	10.637379	10.920541	1
10.156018	1.757964	7.803806	5.413222	11.067218	9.783306	1
11.514342	1.041226	12.493053	3.956080	22.085133	13.420400	1
11.394782	1.336625	11.864821	4.060400	20.833865	12.376563	1
14.472530	2.872531	12.299931	4.431145	21.219525	11.758133	1
13.976687	2.943924	13.896627	4.208135	23.065060	15.515515	1
11.338854	1.768788	7.363627	3.615901	19.580469	7.274171	1
11.990886	0.992763	7.479418	4.229960	19.441588	6.839784	1
9.390471	1.729567	6.853291	4.164628	17.905818	4.770183	1
10.035536	1.884444	6.657405	4.559093	18.097371	4.544984	1
11.403188	1.840524	2.922072	2.796206	13.670259	2.396621	1
12.116941	2.421461	2.992988	2.972957	13.889163	2.437885	1
14.870470	2.342195	5.576202	3.273915	20.224414	5.620946	1
14.709850	1.747102	6.442390	3.232397	18.586439	5.523052	1
12.305175	1.755597	2.340010	2.787128	14.462705	1.881364	1
11.490202	1.789743	2.438386	2.702337	14.233010	2.074283	1
10.815887	1.549529	2.593147	2.597097	14.010278	2.477304	1
9.743867	1.337600	3.169713	2.958659	14.155084	2.821964	1
